# 3D exchange-correlation energies (Hartree) at the radial-quadrature convergence limit
# functional: gga_k_absp3
# probe atoms (3D): Lehtola & Marques, J. Chem. Phys. 157, 174114 (2022)
# convergence: normal (N0 = 100 radial points)
# system  spin         npts  converged  E_xc
LI     unpolarized     50         1  3.7682765177e+00
LI     polarized       50         1  3.8024434683e+00
N      unpolarized    100         1  1.8856878593e+01
N      polarized      100         1  1.8791649456e+01
NE     unpolarized    100         1  3.0201905959e+01
NE     polarized      100         1  3.0201905959e+01
NA     unpolarized    100         1  3.4184255075e+01
NA     polarized      100         1  3.4228202264e+01
P      unpolarized    100         1  4.9363505345e+01
P      polarized      100         1  4.9362604133e+01
AR     unpolarized    100         1  5.7077680822e+01
AR     polarized      100         1  5.7077680822e+01
