# 3D exchange-correlation energies (Hartree) at the radial-quadrature convergence limit
# functional: gga_k_tw2
# probe atoms (3D): Lehtola & Marques, J. Chem. Phys. 157, 174114 (2022)
# convergence: normal (N0 = 100 radial points)
# system  spin         npts  converged  E_xc
LI     unpolarized     25         1  7.4275743065e+00
LI     polarized       50         1  7.4482840728e+00
N      unpolarized    100         1  5.3549894392e+01
N      polarized      100         1  5.4382516720e+01
NE     unpolarized    100         1  1.2836501564e+02
NE     polarized      100         1  1.2836501564e+02
NA     unpolarized    100         1  1.6181523077e+02
NA     polarized      100         1  1.6183059178e+02
P      unpolarized    100         1  3.4099343716e+02
P      polarized      100         1  3.4128735981e+02
AR     unpolarized    100         1  5.2752559651e+02
AR     polarized      100         1  5.2752559651e+02
